Date_Key,PM25,Temp,Label
2020년11월_19일,10.0,19.1,1
2020년11월_20일,13.0,7.0,0
2020년11월_21일,18.0,12.8,0
2020년11월_22일,18.0,9.1,0
2020년11월_23일,15.0,5.9,0
2020년11월_24일,15.0,6.4,0
2020년11월_25일,23.0,9.5,0
2020년11월_26일,38.0,10.9,0
2020년11월_27일,28.0,7.7,0
2020년11월_28일,13.0,2.8,0
2020년11월_29일,14.0,2.6,0
2020년11월_30일,15.0,4.3,0
2021년09월_1일,2.0,23.9,0
2021년09월_2일,4.0,26.7,0
2021년09월_3일,5.0,29.2,0
2021년09월_4일,3.0,28.6,0
2021년09월_5일,4.0,27.3,0
2021년09월_6일,7.0,26.4,0
2021년09월_7일,4.0,20.9,1
2021년09월_8일,3.0,26.9,0
2021년09월_9일,14.0,29.1,0
2021년09월_10일,19.0,28.9,0
2021년09월_11일,20.0,29.4,0
2021년09월_12일,12.0,29.8,0
2021년09월_13일,14.0,30.3,0
2021년09월_14일,10.0,29.5,0
2021년09월_15일,5.0,28.9,0
2021년09월_16일,4.0,27.3,0
2021년09월_17일,4.0,28.2,0
2021년09월_18일,4.0,29.8,0
2021년09월_19일,6.0,27.8,0
2021년09월_20일,5.0,28.4,0
2021년09월_21일,9.0,26.2,0
2021년09월_22일,5.0,24.3,0
2021년09월_23일,7.0,25.9,0
2021년09월_24일,8.0,26.9,0
2021년09월_25일,3.0,23.1,0
2021년09월_26일,2.0,27.3,0
2021년09월_27일,4.0,25.0,0
2021년09월_28일,5.0,24.4,0
2021년09월_29일,7.0,21.4,1
2021년09월_30일,10.0,25.9,0
2021년10월_1일,18.0,27.5,0
2021년10월_2일,12.0,26.6,0
2021년10월_3일,22.0,28.8,0
2021년10월_4일,18.0,25.6,0
2021년10월_5일,14.0,26.5,0
2021년10월_6일,2.0,21.7,1
2021년10월_7일,5.0,21.9,1
2021년10월_8일,11.0,20.0,1
2021년10월_9일,5.0,24.1,0
2021년10월_10일,11.0,24.3,0
2021년10월_11일,9.0,17.8,1
2021년10월_12일,3.0,21.3,1
2021년10월_13일,4.0,25.2,0
2021년10월_14일,9.0,23.9,0
2021년10월_15일,13.0,21.4,1
2021년10월_16일,8.0,18.1,1
2021년10월_17일,5.0,10.8,0
2021년10월_18일,9.0,16.1,1
2021년10월_19일,17.0,15.0,1
2021년10월_20일,15.0,15.8,1
2021년10월_21일,18.0,16.2,1
2021년10월_22일,20.0,17.2,1
2021년10월_23일,21.0,18.4,1
2021년10월_24일,18.0,18.1,1
2021년10월_25일,16.0,17.6,1
2021년10월_26일,24.0,19.0,1
2021년10월_27일,28.0,18.1,1
2021년10월_28일,12.0,20.0,1
2021년10월_29일,9.0,20.6,1
2021년10월_30일,11.0,18.0,1
2021년10월_31일,18.0,20.3,1
2021년11월_1일,21.0,16.9,1
2021년11월_2일,25.0,16.9,1
2021년11월_3일,27.0,17.1,1
2021년11월_4일,35.0,16.3,1
2021년11월_5일,41.0,20.2,0
2021년11월_6일,33.0,21.3,1
2021년11월_7일,19.0,21.3,1
2021년11월_8일,4.0,15.5,1
2021년11월_9일,5.0,6.5,0
2021년11월_10일,7.0,7.7,0
2021년11월_11일,7.0,9.7,0
2021년11월_12일,8.0,8.6,0
2021년11월_13일,11.0,13.4,0
2021년11월_14일,27.0,16.4,1
2021년11월_15일,26.0,15.7,1
2021년11월_16일,24.0,13.6,0
2021년11월_17일,19.0,12.5,0
2021년11월_18일,29.0,16.2,1
2021년11월_19일,59.0,16.7,0
2021년11월_20일,96.0,15.6,0
2021년11월_21일,88.0,13.1,0
2021년11월_22일,15.0,7.5,0
2021년11월_23일,10.0,2.3,0
2021년11월_24일,12.0,9.1,0
2021년11월_25일,19.0,9.9,0
2021년11월_26일,12.0,7.2,0
2021년11월_27일,21.0,10.1,0
2021년11월_28일,31.0,12.4,0
2021년11월_29일,37.0,13.7,0
2021년11월_30일,16.0,8.9,0
2022년09월_1일,8.0,30.4,0
2022년09월_2일,7.0,29.8,0
2022년09월_3일,5.0,29.2,0
2022년09월_4일,4.0,24.0,0
2022년09월_5일,2.0,22.7,0
2022년09월_6일,4.0,26.3,0
2022년09월_7일,13.0,28.1,0
2022년09월_8일,13.0,29.5,0
2022년09월_9일,10.0,30.8,0
2022년09월_10일,5.0,28.4,0
2022년09월_11일,11.0,26.4,0
2022년09월_12일,12.0,27.5,0
2022년09월_13일,14.0,26.4,0
2022년09월_14일,8.0,27.9,0
2022년09월_15일,9.0,28.3,0
2022년09월_16일,11.0,29.9,0
2022년09월_17일,13.0,29.4,0
2022년09월_18일,13.0,32.5,0
2022년09월_19일,7.0,29.6,0
2022년09월_20일,6.0,24.6,0
2022년09월_21일,10.0,25.6,0
2022년09월_22일,9.0,24.7,0
2022년09월_23일,10.0,22.2,0
2022년09월_24일,7.0,24.2,0
2022년09월_25일,10.0,25.2,0
2022년09월_26일,12.0,25.4,0
2022년09월_27일,14.0,28.0,0
2022년09월_28일,17.0,26.1,0
2022년09월_29일,42.0,26.5,0
2022년09월_30일,35.0,27.7,0
2022년10월_1일,39.0,27.6,0
2022년10월_2일,23.0,21.6,1
2022년10월_3일,10.0,23.4,0
2022년10월_4일,5.0,23.0,0
2022년10월_5일,7.0,21.6,1
2022년10월_6일,3.0,19.1,1
2022년10월_7일,4.0,18.6,1
2022년10월_8일,4.0,21.6,1
2022년10월_9일,4.0,14.5,1
2022년10월_10일,3.0,11.9,0
2022년10월_11일,8.0,16.4,1
2022년10월_12일,12.0,20.6,1
2022년10월_13일,10.0,22.7,0
2022년10월_14일,14.0,23.0,0
2022년10월_15일,19.0,24.4,0
2022년10월_16일,24.0,20.5,1
2022년10월_17일,10.0,15.1,1
2022년10월_18일,9.0,14.2,1
2022년10월_19일,10.0,16.8,1
2022년10월_20일,17.0,19.7,1
2022년10월_21일,32.0,20.9,1
2022년10월_22일,33.0,20.8,1
2022년10월_23일,19.0,18.6,1
2022년10월_24일,11.0,14.8,1
2022년10월_25일,7.0,17.6,1
2022년10월_26일,7.0,17.8,1
2022년10월_27일,17.0,18.9,1
2022년10월_28일,23.0,20.6,1
2022년10월_29일,16.0,21.3,1
2022년10월_30일,16.0,21.3,1
2022년10월_31일,14.0,21.1,1
2022년11월_1일,30.0,17.8,1
2022년11월_2일,13.0,17.9,1
2022년11월_3일,14.0,13.4,0
2022년11월_4일,8.0,9.8,0
2022년11월_5일,12.0,13.6,0
2022년11월_6일,14.0,16.4,1
2022년11월_7일,19.0,16.6,1
2022년11월_8일,30.0,17.9,1
2022년11월_9일,49.0,16.0,0
2022년11월_10일,59.0,19.1,0
2022년11월_11일,36.0,22.1,0
2022년11월_12일,32.0,22.0,1
2022년11월_13일,11.0,17.3,1
2022년11월_14일,15.0,13.8,0
2022년11월_15일,16.0,12.3,0
2022년11월_16일,20.0,13.0,0
2022년11월_17일,20.0,16.6,1
2022년11월_18일,26.0,18.1,1
2022년11월_19일,18.0,19.2,1
2022년11월_20일,18.0,20.2,1
2022년11월_21일,25.0,16.2,1
2022년11월_22일,36.0,13.7,0
2022년11월_23일,26.0,15.2,1
2022년11월_24일,30.0,14.1,1
2022년11월_25일,36.0,17.8,0
2022년11월_26일,18.0,12.9,0
2022년11월_27일,10.0,11.5,0
2022년11월_28일,13.0,15.0,1
2022년11월_29일,10.0,15.0,1
2022년11월_30일,6.0,-1.6,0
2023년09월_1일,14.0,29.6,0
2023년09월_2일,17.0,30.8,0
2023년09월_3일,11.0,28.8,0
2023년09월_4일,9.0,30.2,0
2023년09월_5일,8.0,32.8,0
2023년09월_6일,9.0,32.1,0
2023년09월_7일,10.0,31.6,0
2023년09월_8일,8.0,30.5,0
2023년09월_9일,16.0,31.2,0
2023년09월_10일,22.0,29.6,0
2023년09월_11일,19.0,29.8,0
2023년09월_12일,16.0,29.8,0
2023년09월_13일,14.0,24.6,0
2023년09월_14일,3.0,27.2,0
2023년09월_15일,4.0,24.3,0
2023년09월_16일,5.0,26.6,0
2023년09월_17일,10.0,28.0,0
2023년09월_18일,11.0,28.9,0
2023년09월_19일,16.0,27.2,0
2023년09월_20일,15.0,23.9,0
2023년09월_21일,4.0,23.6,0
2023년09월_22일,9.0,26.7,0
2023년09월_23일,10.0,27.6,0
2023년09월_24일,4.0,26.2,0
2023년09월_25일,4.0,26.0,0
2023년09월_26일,3.0,20.8,1
2023년09월_27일,4.0,23.7,0
2023년09월_28일,32.0,27.3,0
2023년09월_29일,19.0,26.9,0
2023년09월_30일,12.0,22.2,0
2023년10월_1일,9.0,23.7,0
2023년10월_2일,8.0,24.6,0
2023년10월_3일,11.0,22.5,0
2023년10월_4일,13.0,23.2,0
2023년10월_5일,6.0,19.2,1
2023년10월_6일,9.0,21.5,1
2023년10월_7일,11.0,21.2,1
2023년10월_8일,5.0,19.5,1
2023년10월_9일,5.0,22.4,0
2023년10월_10일,10.0,23.5,0
2023년10월_11일,14.0,24.0,0
2023년10월_12일,16.0,24.1,0
2023년10월_13일,21.0,21.5,1
2023년10월_14일,20.0,18.2,1
2023년10월_15일,16.0,21.2,1
2023년10월_16일,18.0,19.6,1
2023년10월_17일,13.0,20.9,1
2023년10월_18일,17.0,21.6,1
2023년10월_19일,18.0,18.9,1
2023년10월_20일,6.0,15.1,1
2023년10월_21일,7.0,16.6,1
2023년10월_22일,10.0,18.7,1
2023년10월_23일,16.0,21.4,1
2023년10월_24일,21.0,19.3,1
2023년10월_25일,23.0,21.9,1
2023년10월_26일,33.0,21.1,1
2023년10월_27일,16.0,20.2,1
2023년10월_28일,19.0,20.7,1
2023년10월_29일,17.0,21.8,1
2023년10월_30일,25.0,21.9,1
2023년10월_31일,30.0,20.8,1
2023년11월_1일,25.0,20.6,1
2023년11월_2일,19.0,25.9,0
2023년11월_3일,15.0,22.4,0
2023년11월_4일,18.0,20.9,1
2023년11월_5일,9.0,20.4,1
2023년11월_6일,7.0,19.3,1
2023년11월_7일,7.0,9.9,0
2023년11월_8일,12.0,16.1,1
2023년11월_9일,17.0,18.4,1
2023년11월_10일,9.0,9.1,0
2023년11월_11일,10.0,6.7,0
2023년11월_12일,11.0,5.7,0
2023년11월_13일,14.0,6.7,0
2023년11월_14일,15.0,10.8,0
2023년11월_15일,29.0,12.5,0
2023년11월_16일,34.0,7.4,0
2023년11월_17일,9.0,5.9,0
2023년11월_18일,14.0,5.7,0
2023년11월_19일,24.0,13.4,0
2023년11월_20일,18.0,12.8,0
2023년11월_21일,22.0,14.8,1
2023년11월_22일,27.0,15.1,1
2023년11월_23일,48.0,14.6,0
2023년11월_24일,8.0,2.2,0
2023년11월_25일,9.0,4.0,0
2023년11월_26일,15.0,7.2,0
2023년11월_27일,25.0,9.3,0
2023년11월_28일,18.0,5.2,0
2023년11월_29일,8.0,3.0,0
2023년11월_30일,7.0,-0.5,0
2024년09월_1일,20.0,31.6,0
2024년09월_2일,12.0,26.9,0
2024년09월_3일,5.0,32.0,0
2024년09월_4일,10.0,33.3,0
2024년09월_5일,13.0,28.8,0
2024년09월_6일,8.0,25.7,0
2024년09월_7일,14.0,31.3,0
2024년09월_8일,22.0,32.8,0
2024년09월_9일,20.0,34.1,0
2024년09월_10일,21.0,33.9,0
2024년09월_11일,22.0,34.6,0
2024년09월_12일,6.0,27.1,0
2024년09월_13일,7.0,28.0,0
2024년09월_14일,6.0,32.2,0
2024년09월_15일,6.0,32.4,0
2024년09월_16일,3.0,32.2,0
2024년09월_17일,6.0,33.2,0
2024년09월_18일,10.0,33.6,0
2024년09월_19일,13.0,32.6,0
2024년09월_20일,7.0,28.6,0
2024년09월_21일,1.0,21.9,1
2024년09월_22일,2.0,26.7,0
2024년09월_23일,3.0,26.1,0
2024년09월_24일,5.0,26.9,0
2024년09월_25일,8.0,27.3,0
2024년09월_26일,10.0,28.0,0
2024년09월_27일,9.0,28.0,0
2024년09월_28일,5.0,27.9,0
2024년09월_29일,4.0,29.0,0
2024년09월_30일,6.0,28.5,0
2024년10월_1일,7.0,21.7,1
2024년10월_2일,6.0,19.9,1
2024년10월_3일,7.0,22.5,0
2024년10월_4일,7.0,24.2,0
2024년10월_5일,12.0,24.4,0
2024년10월_6일,13.0,17.9,1
2024년10월_7일,23.0,20.7,1
2024년10월_8일,23.0,23.9,0
2024년10월_9일,6.0,24.4,0
2024년10월_10일,10.0,24.1,0
2024년10월_11일,22.0,24.4,0
2024년10월_12일,24.0,24.7,0
2024년10월_13일,17.0,22.6,0
2024년10월_14일,10.0,21.5,1
2024년10월_15일,13.0,21.9,1
2024년10월_16일,23.0,24.2,0
2024년10월_17일,22.0,25.7,0
2024년10월_18일,12.0,18.8,1
2024년10월_19일,3.0,21.1,1
2024년10월_20일,4.0,17.8,1
2024년10월_21일,5.0,19.3,1
2024년10월_22일,6.0,16.6,1
2024년10월_23일,7.0,15.5,1
2024년10월_24일,16.0,18.4,1
2024년10월_25일,15.0,21.5,1
2024년10월_26일,12.0,24.0,0
2024년10월_27일,16.0,18.8,1
2024년10월_28일,22.0,20.4,1
2024년10월_29일,7.0,18.3,1
2024년10월_30일,16.0,21.4,1
2024년10월_31일,20.0,22.6,0
2024년11월_1일,24.0,18.7,1
2024년11월_2일,20.0,25.1,0
2024년11월_3일,15.0,23.5,0
2024년11월_4일,13.0,18.3,1
2024년11월_5일,10.0,14.7,1
2024년11월_6일,12.0,12.5,0
2024년11월_7일,23.0,15.7,1
2024년11월_8일,22.0,18.1,1
2024년11월_9일,19.0,20.3,1
2024년11월_10일,15.0,21.0,1
2024년11월_11일,31.0,21.8,1
2024년11월_12일,24.0,19.2,1
2024년11월_13일,21.0,21.3,1
2024년11월_14일,17.0,16.8,1
2024년11월_15일,16.0,21.5,1
2024년11월_16일,13.0,22.6,0
2024년11월_17일,9.0,14.4,1
2024년11월_18일,7.0,7.9,0
2024년11월_19일,12.0,11.3,0
2024년11월_20일,24.0,9.6,0
2024년11월_21일,36.0,14.1,0
2024년11월_22일,19.0,10.6,0
2024년11월_23일,14.0,12.6,0
2024년11월_24일,11.0,14.2,1
2024년11월_25일,12.0,15.4,1
2024년11월_26일,5.0,12.7,0
2024년11월_27일,6.0,1.2,0
2024년11월_28일,12.0,3.4,0
2024년11월_29일,18.0,3.4,0
2024년11월_30일,16.0,5.6,0
2025년09월_1일,5.0,28.2,0
2025년09월_2일,9.0,30.6,0
2025년09월_3일,12.0,32.1,0
2025년09월_4일,5.0,29.8,0
2025년09월_5일,8.0,33.0,0
2025년09월_6일,10.0,30.4,0
2025년09월_7일,8.0,28.3,0
2025년09월_8일,13.0,29.5,0
2025년09월_9일,17.0,26.9,0
2025년09월_10일,13.0,31.5,0
2025년09월_11일,9.0,31.7,0
2025년09월_12일,8.0,26.3,0
2025년09월_13일,2.0,27.6,0
2025년09월_14일,6.0,29.3,0
2025년09월_15일,11.0,30.7,0
2025년09월_16일,12.0,27.1,0
2025년09월_17일,6.0,24.0,0
2025년09월_18일,4.0,26.0,0
2025년09월_19일,5.0,21.4,1
2025년09월_20일,3.0,23.6,0
2025년09월_21일,3.0,27.3,0
2025년09월_22일,5.0,25.1,0
2025년09월_23일,6.0,26.8,0
2025년09월_24일,6.0,23.7,0
2025년09월_25일,9.0,26.4,0
2025년09월_26일,18.0,27.1,0
2025년09월_27일,16.0,27.2,0
2025년09월_28일,10.0,21.9,1
2025년09월_29일,17.0,23.9,0
2025년09월_30일,21.0,24.0,0
2025년10월_1일,20.0,25.6,0
2025년10월_2일,17.0,25.8,0
2025년10월_3일,16.0,22.3,0
2025년10월_4일,5.0,25.0,0
2025년10월_5일,5.0,22.3,0
2025년10월_6일,2.0,20.7,1
2025년10월_7일,2.0,20.0,1
2025년10월_8일,4.0,28.0,0
2025년10월_9일,5.0,22.6,0
2025년10월_10일,3.0,17.7,1
2025년10월_11일,5.0,23.8,0
2025년10월_12일,2.0,21.4,1
2025년10월_13일,2.0,18.3,1
2025년10월_14일,2.0,20.9,1
2025년10월_15일,3.0,25.3,0
2025년10월_16일,3.0,24.8,0
2025년10월_17일,5.0,24.8,0
2025년10월_18일,8.0,18.6,1
2025년10월_19일,9.0,19.2,1
2025년10월_20일,11.0,16.5,1
2025년10월_21일,13.0,14.1,1
2025년10월_22일,9.0,18.6,1
2025년10월_23일,5.0,19.6,1
2025년10월_24일,4.0,21.5,1
2025년10월_25일,11.0,17.7,1
2025년10월_26일,24.0,13.9,0
2025년10월_27일,11.0,12.2,0
2025년10월_28일,9.0,14.4,1
2025년10월_29일,15.0,18.3,1
2025년10월_30일,22.0,18.2,1
2025년10월_31일,23.0,20.7,1
2025년11월_1일,14.0,17.7,1
2025년11월_2일,9.0,11.7,0
2025년11월_3일,12.0,14.7,1
2025년11월_4일,18.0,16.3,1
2025년11월_5일,22.0,19.0,1
2025년11월_6일,33.0,18.8,1
2025년11월_7일,33.0,19.9,1
2025년11월_8일,17.0,17.0,1
2025년11월_9일,20.0,17.6,1
2025년11월_10일,7.0,12.7,0
2025년11월_11일,10.0,15.1,1
2025년11월_12일,18.0,17.7,1
2025년11월_13일,26.0,17.6,1
2025년11월_14일,15.0,15.1,1
2025년11월_15일,20.0,17.5,1
2025년11월_16일,24.0,18.7,1
2025년11월_17일,11.0,9.7,0
2025년11월_18일,11.0,6.5,0
2025년11월_19일,15.0,8.6,0
2025년11월_20일,21.0,14.6,1
2025년11월_21일,10.0,12.5,0
2025년11월_22일,23.0,15.1,1
2025년11월_23일,30.0,14.4,1
2025년11월_24일,53.0,16.8,0
2025년11월_25일,62.0,9.6,0
2025년11월_26일,33.0,10.9,0
2025년11월_27일,21.0,8.7,0
2025년11월_28일,14.0,7.0,0
2025년11월_29일,16.0,9.3,0
2025년11월_30일,29.0,16.1,1
